question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2026-P1-FIS-Q023	2026	phase_1	fisica	23	Uma das aplicações dos equipamentos de ultrassom na medicina é o auxílio no diagnóstico de doenças cardíacas. Com eles, é possível avaliar o fluxo sanguíneo que parte do coração e alcança artérias importantes do corpo. O aparelho opera em repouso, posicionado próximo a uma artéria específica, emitindo uma onda sonora de frequência f e velocidade v, que incide sobre o sangue da artéria. A onda incidente se propaga em sentido oposto ao fluxo de sangue, sendo refletida por ele e, posteriormente, captada pelo próprio equipamento. O dispositivo mede a diferença Af entre a frequência registrada e a frequência de emissão. Considere que a artéria e o coração estão na mesma altura, que vc é a velocidade do sangue no coração, que p é sua densidade e que a velocidade do sangue na artéria é muito menor que v. Assinale a alternativa que corresponde à expressão da variação da pressão sanguínea entre a artéria e o coração. A( 1 2vAt\? van? ) 5e|ve-(——) | D( ) p|2vg-(—— } |. 2 f f 0 [E-(5) | E()! oy2 van? BO vai)? pP|ticolor) | 1 2 Cc vAf —p |v2-[—— 9	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-FIS-Q024	2026	phase_1	fisica	24	A figura a seguir ilustra um dispositivo D(A,A), que emite radiação eletro- magnética monocromática de comprimento de onda Ae intensidade A e que chega a um anteparo opaco S; com duas fendas. A radiação é detectada por um dispositivo de medição M fixado em um segundo anteparo So. Esse dispositivo M, ao ser submetido à radiação, gera uma resposta de corrente / em função da diferença de potencial V aplicada nos seus terminais. A figura também apresenta 4 gráficos / x V, todos na mesma escala, obtidos a partir de medições com diferentes valores de A e A. E falsa a afirmação de que é possível passar da situação (1) | SY O 4 (0,0) V M (2) | | k D(d,A)) == N (3) ! (4) !. V	"A: (2) para (1), apenas diminuindo A. || B: (2) para (4), mudando A e aumentando A. || C: (2) para (3), aumentando apenas A. || D: (4) para (3), mudando apenas A. || E: (3) para (1), aumentando A e diminuindo A. 10 QUÍMICA Constantes Constante de Avogadro (Na) = 6,02 x 102º mol”! Constante de Faraday (F) = 9,65 x 10? C-mol™= 9,65 x 10º A-s-mol™= 9,65 x 104 J-V-!-mol”! Carga elementar = 1,60 x 101º C Constante dos gases (R) = 8,21 x 10°? atm-L:K""!:mol”! = 8,31 J:K""!-mol”! = 1,98 cal:K""'-mol”! Constante de Planck (h) = 6,63 x 10% J:s Velocidade da luz no vácuo = 3,0 x 10º m:s”! Número de Euler (e) = 2,72 Definições Pressão: 1 atm = 760 Torr = 1,01325 x 10º N-m™? = 1,01325 bar Energia: 1 J = 1 N:m=1kgm?:s?=6,24x10'%eV Condições normais de temperatura e pressão (CNTP): 0 °C e 1 atm Condições ambiente: 25 °C e 1 atm Condições padrão: 1 bar; concentração das soluções = 1 mol:L”! (rigorosamente: atividade unitária das espécies); sólido com estrutura cristalina mais estável nas condições de pressão e temperatura em questão. (s) = sólido. (£) = líquido. (9) = gasoso. (aq) = aquoso. (conc) = concentrado. (ua) = unidades arbitrárias. u.m.a. = unidade de massa atômica. [X] = concentração da espécie X em mol-L”! In X = 2,3 log X In 2 = 0,693 Massas Molares Elemento Numero Massa Molar Elemento Numero Massa Molar Quimico Atômico (g:mol"") Quimico Atômico (g:mol"") H 1 1,01 Mn 25 54,94 C 6 12,01 Fe 26 55,85 N 7 14,01 Cu 29 63,55 O 8 16,00 Se 34 78,97 F 9 19,00 Br 35 79,90 Na 11 22,99 Rb 37 85,47 Mg 12 24,31 Sr 38 87,62 P 15 30,97 Nb 41 92,91 S 16 32,06 | 53 126,90 Ce 17 35,45 Au 79 196,97 K 19 39,10 Hg 80 200,59 11"
ITA-MC-2026-P1-ING-Q037	2026	phase_1	ingles	37	The sentence which describes an idea which is NOT in the text is	A: the inevitability of progress in human knowledge stems from humanity's ability to retain and build upon past learning. || B: the preservation of knowledge through books and other media ensures the continuity of intellectual progress across generations. || C: many writings on human progress overly romanticize the idea that humanity is constantly improving in all aspects. || D: human knowledge inconsistently advances through accumulated experience and preserved collective memory. || E: individual and humanity progress heighten as experience and knowledge are accumulated
ITA-MC-2026-P1-ING-Q038	2026	phase_1	ingles	38	Os termos abaixo, retirados do primeiro paragrafo, exercem no texto as funções indicadas após a seta, EXCETO em	A: dealing — função adjetiva. || B: writings — função substantiva. || C: during — função adjetiva. || D: comforting — função adjetiva. || E: growing — função verbal
ITA-MC-2026-P1-ING-Q039	2026	phase_1	ingles	39	Na passagem “Here, it is possible to argue cogently that progress is in the nature of things.”, a palavra COGENTLY pode ser melhor traduzida por A( ) urgentemente. B( |) indiscutivelmente. C( ) persuasivamente. D( |) indubitavelmente. E( |) concomitantemente. 18 Leia o texto a seguir para responder às questões 40 e 41. The decline of teenagers reading is an impact on education If you are a teenager reading this story, you are in the minority. Statistics show that 80% of teenagers do not read for pleasure on a daily basis. It is no coincidence that the teenage reading rate has declined as technology and social media have taken over nearly all aspects of teenage life. With the downfall of teenage reading, may come the downfall of teenage education all together. With technology taking over the world, teenagers have all the knowledge they need and more right at their fingertips. There is no reason for people to open up nonfiction books anymore when they can simply pull out their phones and find any information on any topic. The rise of technology has also dramatically affected the amount of fiction reading teenagers do as they would rather watch YouTube or keep up with their friends on Instagram than read an all-time classic like Harry Potter or Lord of the Rings. Speaking of all-time great books, it seems like just about every bestseller has been turned into a movie that either gives the book a bad rap or receives great reviews and overshadows the book. Why would anyone read a book for days or even weeks when they can just watch the movie in one sitting? Teenagers have also stopped reading because of the amount of homework they are given, including any school-assigned reading. When students are forced to read particular books in school that they may not be interested in, they begin to associate reading with work instead of pleasure or entertainment. Reading books also always seems to take longer when it is one you are not interested in, which is often the case with school-assigned books. No matter how boring teenagers find reading, its decline could have direct consequences for all teenagers and their education. Reading is a major part of school, and without the ability to read at a high-level students could find it impossible to learn anything at all. From history textbooks to English literature, reading is used in nearly every class of every school and is essential to getting a good education. Fonte: WHITAKER, Drew. The decline of teenagers reading is an impact on education. The Mirror, 15 dez. 2022. Disponível em: https://desmetmirror.com/11058/editorials/the-decline-of-teenagers-reading-is-an- impact-on-education/ 19	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-ING-Q040	2026	phase_1	ingles	40	De acordo com as informações do texto, é CORRETO afirmar que	A: a redução do tempo dedicado à leitura de fruição tem efeitos negativos na socialização entre os jovens. || B: o incremento da tecnologia suscita a preocupação de especialistas em relação à aprendizagem dos jovens. || C: a popularização das redes sociais bloqueia o lançamento de obras clássicas juvenis, como Harry Potter. || D: aadaptação de obras de sucesso para as telas desencadeia o interesse dos jovens pela leitura dos originais. || E: a alta demanda de lições de casa constitui a principal causa do desinteresse dos jovens pelos livros
ITA-MC-2026-P1-ING-Q041	2026	phase_1	ingles	41	Check the alternative that best rephrases the following sentence, without altering its meaning: “Speaking of all-time great books, it seems like just about every bestseller has been turned into a movie that either gives the book a bad rap or receives great reviews and overshadows the book.”	A: Speaking of classic books, it appears that nearly every bestseller has been adapted into a movie that either tarnishes the book's image or receives rave reviews and outshines the book. || B: Speaking of iconic books, it seems that almost every bestseller has been turned into a movie that either improves the book's reputation or gets stellar reviews and eclipses the book. || C: Speaking of substandard books, it seems that nearly every bestseller has been made into a movie that either harms the book's reputation or earns enthusiastic reviews and surpasses the book. || D: Speaking of timeless books, it appears that virtually every bestseller has been transformed into a movie that either damages the book's image or gets annoying reviews and brightens the book. || E: Speaking of legendary books, it seems that just about every bestseller has been converted into a film that either spoils the book's reputation or gets glowing reviews and praises the book. 20 Leia o texto a seguir para responder às questões 42 a 45. Back To School But Not To Screens: States Ramp Up Cellphone Bans Work has been easier for public high school teacher Brian Kerekes since last August, when he first experienced the impacts of a newly enacted Florida law to restrict students’ cellphone use during class. The longtime statistics instructor, who started a new school year on Monday, now spends less time circling the classroom policing students and more time educating them on how to gather and interpret data. Before Florida passed the ban in May 2023 - becoming the first of at least eight U.S. states to prohibit or restrict cellphone use in schools - phones proved a constant disruption in Kerekes’ classroom at Tohopekaliga High School in the central Florida city of Kissimmee. “Students were either using them to talk to someone in a different class or talk to someone on the other side of the room or just to zone out, get on TikTok or whatever,” Kerekes, who’s beena teacher for 17 years, said in an interview. Fellow teachers nationwide face the same challenge, which explains why more states and districts are moving to limit or outright ban cellphones in the classroom, and even during the school day altogether. [...] The rules will look different from state to state and district to district, but all stem from the same concerns. Seventy-two percent of high school teachers cite cellphones as a major distraction in the classroom, according to a fall 2023 Pew Research Center study. Educators also worry that constant access to social media can adversely impact kids’ mental health. [...] U.S. Surgeon General Vivek Murthy went so far as to issue a health advisory last year, warning that enough evidence exists to show social media can be unsafe for children and teens. “We are in the middle ofa national youth mental health crisis,” he said, “and | am concerned that social media is an important driver of that crisis, one that we must urgently address.” While social media can connect kids, make them feel less alone and offer an entertaining and creative outlet, it also exposes them to harmful content, Murthy pointed out in the advisory released by the U.S. Department of Health and Human Services. And, as educators such as Kerekes note, some students use their phones to bully fellow students online during the school day, and in the most extreme cases, to set up fights and film them. The hope is that cellphone bans will reduce such incidents. Kerekes said he’s hearing they have. Fonte: KATZ, Leslie. Back To School But Not To Screens: States Ramp Up Cellphone Bans. Forbes, 13 ago. 2024. Disponível em: https://www.forbes.com/sites/lesliekatz/2024/08/13/back-to-school-but-not-to- screens-more-students-face-cellphone-bans/ 21
ITA-MC-2026-P1-ING-Q042	2026	phase_1	ingles	42	De acordo com as informações presentes no texto, depreende-se que	A: ouso de celulares nas escolas públicas foi proibido em todo o território americano desde 2028. || B: a proibição do uso de celulares nas escolas prejudica a coleta e a interpretação de dados. || C: a utilização dos celulares nas escolas tornou-se um problema limitado aos professores da Flórida. || D: o uso indevido dos celulares contribuiu para a decisão de bani-los do ambiente escolar. || E: as regras para a proibição do celular serão diferentes em cada localidade, mas provêm de preocupações distintas
ITA-MC-2026-P1-ING-Q043	2026	phase_1	ingles	43	Na passagem “Fellow teachers nationwide face the same challenge, which explains why more states and districts are moving to limit or outright ban cellphones in the classroom”, a palavra OUTRIGHT pode ser substituída, sem prejuízo de sentido, por A( )partial. B( Jlegal. C( J)thorough. D( J)confined. E( Jillicit	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-ING-Q044	2026	phase_1	ingles	44	"Referring to the establishment of a national youth mental health crisis, U.S. Surgeon General Vivek Murthy stated: “| am concerned that social media is an important driver of that crisis, one that we must urgently address"". In this sentence, the modal verb MUST indicates"	A: a possibility that addressing the crisis may happen. || B: anecessity to act regarding the crisis. || C: an ability to address the matter at any time. || D: arecommendation to act regarding the matter. || E: arequest for people to recognize the relevance of the matter. 22
ITA-MC-2026-P1-ING-Q045	2026	phase_1	ingles	45	"Ao transpor a frase “Seventy-two percent of high school teachers cite cellphones as a major distraction in the classroom"" para a voz passiva, a construção CORRETA é"	A: Seventy-two percent of high school teachers are cited cellphones as a major distraction in the classroom. || B: Cellphones are cited as a major distraction in the classroom by seventy-two percent of high school teachers. || C: Cellphones are cited as seventy-two percent of a major distraction by high school teachers. || D: Seventy-two percent of high school teachers were cited cellphones as a major distraction in the classroom. || E: Cellphones cites by seventy-two percent of high school teachers as a major distraction in the classroom. Leia o texto a seguir para responder às questões 46 a 48. The problem with artificial intelligence? It's neither artificial, nor intelligent. Elon Musk and Apple’s co-founder Steve Wozniak have recently signed a letter calling for a six-month moratorium on the development of Al systems. The goal is to give society time to adapt to what the signatories describe as an “Al summer”, which they believe will ultimately benefit humanity, as long as the right guardrails are put in place. These guardrails include rigorously audited safety protocols. It is a laudable goal, but there is an even better way to spend these six months: retiring the hackneyed label of “artificial intelligence” from public debate. [...] However, many critics have pointed out that intelligence is not just about pattern- matching. Equally important is the ability to draw generalisations. Marcel Duchamp’s 1917 work of art Fountain is a prime example of this. Before Duchamp’s piece, a urinal was just a urinal. But, with a change of perspective, Duchamp turned it into a work of art. At that moment, he was generalising about art. [...] Human intelligence is not one-dimensional. It rests on what the 20th-century Chilean psychoanalyst Ignacio Matte Blanco called bi-logic: a fusion of the static and timeless logic of formal reasoning and the contextual and highly dynamic logic of emotion. The former searches for differences; the latter is quick to erase them. Marcel Duchamp's mind knew that the urinal belonged in a bathroom; his heart didn't. Bi-logic explains how we regroup mundane things in novel and insightful ways. We all do this — not just Duchamp. Al will never get there because machines cannot have a sense (rather than mere knowledge) of the past, the present and the future; of history, injury or nostalgia. Without 23 that, there's no emotion, depriving bi-logic of one of its components. Thus, machines remain trapped in the singular formal logic. [...] But the reason why tools like ChatGPT can do anything even remotely creative is because their training sets were produced by actually existing humans, with their complex emotions, anxieties and all. If we want such creativity to persist, we should also be funding the production of art, fiction and history — not just data centres and machine learning. That's not at all where things point now. The ultimate risk of not retiring terms such as “artificial intelligence” is that they will render the creative work of intelligence invisible, while making the world more predictable and dumb. So, instead of spending six months auditing the algorithms while we wait for the “Al summer,” we might as well go and reread Shakespeare's A Midsummer Night's Dream. That will do so much more to increase the intelligence in our world. Fonte: MOROZOV, Evgeny. The problem with artificial intelligence? It's neither artificial nor intelligent. The Guardian. 30 mar 2023. Disponível em: https://www .theguardian.com/commentisfree/2023/mar/30/artificial- intelligence-chatgpt-human-mind
ITA-MC-2026-P1-ING-Q046	2026	phase_1	ingles	46	The sentence that BEST summarizes the main idea of the text is	"A: Machines are unreliable because they cannot replicate emotion and contextual understanding. || B: Society should retire the misleading label ""artificial intelligence"" and focus on nurturing human creativity. || C: Human intelligence is multifaceted, combining logical reasoning with emotional insight, a balance that machines cannot achieve. || D: Misleading terms like ""artificial intelligence"" make the world overly predictable and uninspired. || E: Al systems rely on human-produced data for creativity alongside technological development"
ITA-MC-2026-P1-ING-Q047	2026	phase_1	ingles	47	In the extract “The former searches for differences; the latter is quick to erase them.”, the terms FORMER and LATTER refer respectively to A (|| )human intelligence and artificial intelligence. B( artificial intelligence and human intelligence. C( Jthe Chilean psychoanalyst and his bi-logic theory. D( the logic of formal reasoning and the logic of emotion. E ( )the logic of emotion and the logic of formal reasoning. 24	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-ING-Q048	2026	phase_1	ingles	48	Observe the following sentence from paragraph 1. “The goal is to give society time to adapt to what the signatories describe as an “Al summer”, which they believe will ultimately benefit humanity, as long as the right guardrails are put in place.” Choose the alternative that can be considered the CORRECT past version of the sentence above.	A: The goal was to give society time to adapt to what the signatories described as an “Al summer”, which they believe was ultimately benefit humanity, as long as the right guardrails were put in place. || B: The goal was to give society time to adapt to what the signatories had described as an “Al summer”, which they believe would ultimately benefit humanity, as long as the right guardrails were put in place. || C: The goal was to give society time to adapt to what the signatories described as an “Al summer”, which they believed would ultimately benefit humanity, as long as the right guardrails were put in place. || D: The goal would be to give society time to adapt to what the signatories describe as an “Al summer”, which they believe had ultimately benefited humanity, as long as the right guardrails were put in place. || E: The goal would be to give society time to adapt to what the signatories had described as an “Al summer”, which they believe would ultimately benefit humanity, as long as the right guardrails were put in place. 25 RASCUNHO 26 RASCUNHO 27 RASCUNHO 28 RASCUNHO 29 RASCUNHO 30 RASCUNHO 31 RASCUNHO 32
ITA-MC-2026-P1-MAT-Q001	2026	phase_1	matematica	1	Sejamz, we C tais que z— w = —2/3 ew ¥ 0. Sez tem módulo 2/3, e w tem argumento 7/6, então a parte real de z é igual a	A: -2v3. || B: -v3. || C: 0. || D: v3. || E: 2v3
ITA-MC-2026-P1-MAT-Q002	2026	phase_1	matematica	2	Usando os valores aproximados logas 13,72 = 0,6880, logy, 6125 = 2,2908, a alternativa que mais aproxima a representação decimal de log,, 7 é A(_ ) 0,4886. B( )0,5112. C( ) 0,5193. D( )0,5224. E( ) 0,5385	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-MAT-Q003	2026	phase_1	matematica	3	Seja A a matriz de ordem 100 x 100, cujos elementos são descritos pela equação Considere as seguintes afirmações: I. A é uma matriz simétrica. ll. Cada linha da matriz A forma uma progressão aritmética. HI. A é uma matriz singular. É (São) VERDADEIRA(S): ll. E()llelll. ) Apenas|. C( ) Apenasle A ( B( ) Apenas ll. D( ) Apenas le Ill. 2	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-MAT-Q004	2026	phase_1	matematica	4	Os vértices de um polígono são todos os números complexos não nulos que satisfazem a equação iz? = 27. A area desse polígono é	A: v3. || B: 2v3. || C: 3v3. || D: 4v3. || E: 5v3
ITA-MC-2026-P1-MAT-Q005	2026	phase_1	matematica	5	Uma circunferência é dividida em seis partes iguais pelos pontos A, B, C, D, E, F, designados nessa ordem. Os pontos A, C, E são vértices de um triângulo equilátero, os pontos B, D, F são vértices de um segundo triângulo equilátero. A sobreposição desses dois triângulos define uma estrela de seis pontas denominada hexagrama. Se a área desse hexagrama é 2543 cm’, então a área do quadrado inscrito na circunferência mede	A: 10 cm’. || B: 25cm’. || C: 40 cm’. || D: 50 cm’. || E: 75 cm’
ITA-MC-2026-P1-MAT-Q006	2026	phase_1	matematica	6	Considere as seguintes afirmações: I. Um cubo possui uma seção plana dada por um pentágono. ll. Sejam a, 8 e 7 trés planos distintos, dois a dois concorrentes. Sejam r a reta interseção dea e 6, s areta interseção de 6 em, tareta interseção dea em. Ser, set são duas a duas paralelas distintas, então existe uma única reta paralela a r que dista igualmente dea, Ben. HI. Dois planos secantes são perpendiculares se toda reta de um deles for perpendicular ao outro plano. É (São) VERDADEIRA(S):	A: Apenas I. || B: Apenasle ll. || C: Apenas le Ill || D: Apenas ll e III. || E: Nenhuma das afirmações.
ITA-MC-2026-P1-MAT-Q007	2026	phase_1	matematica	7	Considere as matrizes A= V3/2 —1/2 BE V2/2 1/2 3/2 |’ v2/2 |º A matriz 4º! x B é igual a al 3-1) = U- 3) 2/2 2/2	A: - || B: . || C: - || D: 04 V3) 04 V3) 1+ v6 1+ v6 2 2 1+ V6 1+ V6 4 4 2/2 2/2 || E: nenhuma das alternativas anteriores. 3
ITA-MC-2026-P1-MAT-Q008	2026	phase_1	matematica	8	Seja p(x) = x) + bx? + cx + d um polinômio com coeficientes reais. Se todas as raízes de p(x) são reais e, para todo x € R, p(2 + x) = —p(2 — x), então o menor valor possível para p(0) é	A: -10. || B: -s. || C: -6. || D: -4. || E: -2
ITA-MC-2026-P1-MAT-Q009	2026	phase_1	matematica	9	Considere a reta r: 3x4+4y = —15 e a parábola P : y = x? + x + 6 com vértice V. Seja t a reta tangente a P, que tem coeficiente angular negativo e forma um ângulo de 45º com r. Sendo A o ponto de tangéncia de ta Pe Bo ponto de interseção de r e t, a area do triângulo ABV é A( 13 25 105 147 126 (O 500 )—. B( )—. —. —. —. OG C() = DOS EOS	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-MAT-Q010	2026	phase_1	matematica	10	"Sejam x, y €]0,7/2|, satisfazendo o sistema de equações tan(y) tan (2) = cos(2x)sec(y), 2 sen(y) N cos(x) ""o cos(x) sen(y) O produto de todos os valores de x e y que resolvem esse sistema é mr? a 1 1 1 (57 () 324 CO) ET: (Ds A()—. B() —. —. D()—. E()—"	A:  || B:  || C:  || D:  || E: 
ITA-MC-2026-P1-MAT-Q011	2026	phase_1	matematica	11	Seja A = {1,2,3,4,5,6,7,8}. A quantidade de bijeções F : A — A que satisfazem F(1) < F(5)<F(3)e F(7) < F(2) é A (_) 3360. B (_) 4200. C( ) 5040. D( ) 5880. E( ) 6720	A:  || B:  || C:  || D:  || E: 
