question_id	year	exam_phase	subject	question_number	needs_review	has_image	context
ITA-MC-2010-SP-FIS-Q011	2010	single_phase	fisica	11	False	True	Um feixe luminoso vertical, de 500 nm de comprimento de onda, incide sobre uma lente plano-convexa apoiada numa lˆamina horizontal de vidro, como mostra a ﬁgura [...] nel escuro mede 2 mm, a superf´ıcie convexa da lente deve ter um raio de | ALT A:1,0 m. || B:1,6 m. || C:2,0 m. || D:4,0 m. || E:8,0 m
ITA-MC-2010-SP-FIS-Q012	2010	single_phase	fisica	12	False	True	Considere o modelo de ﬂauta simpliﬁcado mostrado na ﬁgura, aberta na sua extremidade D, dispondo de uma abertura em A (pr´oxima `a boca), um orif´ıcio em B e ou [...] , e (ii) os orif´ıcios B e C est˜ao fechados, devem ser, respectivamente | ALT A:2000 Hz e 1000 Hz. Vista superior Corte longitudinal || B:500 Hz e 1000 Hz . A B C D A B C D |
ITA-MC-2010-SP-FIS-Q013	2010	single_phase	fisica	13	True	True	Uma jovem encontra-se no assento de um carrossel circular que gira a uma velocidade angular constante com per´ıodo T. Uma sirene posicionada fora do carrossel e [...] o, assinale a melhor representa¸c˜ao da frequˆencia f ouvida pela jovem. | ALT A: || B: || C:f / f / f / T / T / T / 3 T / 3 T / 3 T / T / T / T / || D: || E:f / f / T / T / 3
ITA-MC-2010-SP-FIS-Q014	2010	single_phase	fisica	14	True	True	Considere as cargas el´etricas q1 = 1 C, situada em x = −2 m, e q2 = −2 C, situada em x = −8 m. Ent˜ao, o lugar geom´etrico dos pontos de potencial nulo ´e uma esfera que corta o eixo x nos pontos x = −4 m e x = 4 m. | ALT A:uma esfera que corta o eixo x nos pontos x = −16 m e x = 16 m. || B:um elipsoide que corta o e
ITA-MC-2010-SP-FIS-Q015	2010	single_phase	fisica	15	False	True	Considere uma balan¸ca de bra¸cos desiguais, de comprimentos ℓ1 e ℓ2, conforme mostra a ﬁgura. No lado esquerdo encontra-se pendurada uma carga de magnitude Q e [...]  valor de q para equilibrar a massa m ´e dado por 2 1 −mgℓ2d2/(k0Qℓ1). | ALT A:−8mgℓ2d2/(k0Qℓ1). || B:30o −4mgℓ2d2/(3k0Qℓ1). || C:√ Q −2mgℓ2d2/( || D:3k0Qℓ1). √ −8mgℓ2d2/(3 
ITA-MC-2010-SP-FIS-Q016	2010	single_phase	fisica	16	False	True	A ﬁgura mostra trˆes camadas de dois materiais com condutividade σ1 e σ2, respectivamente. Da esquerda para a direita, temos uma camada do material com condutiv [...] ial entre os pontos a e b igual a V , a corrente do circuito ´e dada por | ALT A:4V A/d(3σ1 + σ2) . 2 1 1 || B:4V A/d(3σ2 + σ1). a b || C:4V Aσ1σ2/d(3σ1 + σ2) . || D:4V Aσ1
ITA-MC-2010-SP-FIS-Q017	2010	single_phase	fisica	17	True	True	Uma esfera condutora de raio R possui no seu interior duas cavidades esf´ericas, de raio a e b, respectivamente, conforme mostra a ﬁgura. No centro de uma cavid [...] mar que a for¸ca entre as cargas qa e qb ´e k0qaqb/(x2 + y2 −2xy cos θ). | ALT A: || B:a for¸ca entre as cargas qa e qb ´e nula. qa qb  || C:n˜ao ´e poss´ıvel determinar a fo
ITA-MC-2010-SP-FIS-Q018	2010	single_phase	fisica	18	False	True	Uma corrente I ﬂui em quatro das arestas do cubo da ﬁgura (a) e produz no seu centro um campo magn´etico de magnitude B na dire¸c˜ao y, cuja representa¸c˜ao no  [...] ﬁrmar que o campo magn´etico no centro desse cubo ser´a dado por (a) (b) | ALT A:(-B,-B,-B). || B:(-B,B,B). || C:(B,B,B). z || D:(0,0,B). || E:(0,0,0). y x
ITA-MC-2010-SP-FIS-Q019	2010	single_phase	fisica	19	True	True	Considere um aparato experimental composto de um solenoide com n voltas por unidade de comprimento, pelo qual passa uma corrente I, e uma espira retangular de l [...] sta pessoa ´e igual a (µ0nIℓ)2v/R + mg com a espira dentro do solenoide. | ALT A: (µ0nIℓ)2v/R + mg com a espira saindo do solenoide. || B:(µ0nIℓ)2v/R + mg com a espira entran
ITA-MC-2010-SP-FIS-Q020	2010	single_phase	fisica	20	False	False	No processo de fotoss´ıntese, as mol´eculas de cloroﬁla do tipo a nas plantas verdes apresentam um pico de absor¸c˜ao da radia¸c˜ao eletromagn´etica no comprime [...] ´umero de f´otons que deve ser absorvido para formar 1 mol de glicose ´e | ALT A:8. || B:24. || C:48. || D:120. || E:240. As quest˜oes dissertativas, numeradas de 21 a 30, dev
ITA-MC-2010-SP-ING-Q001	2010	single_phase	ingles	1	False	False	Assinale a opção que indica um assunto que NÃO é abordado pela revista TIME de 1/6/2009. | ALT A:Posse da primeira mulher Ministra das Relações Exteriores da Itália. || B:Tensão no parlamento
ITA-MC-2010-SP-ING-Q002	2010	single_phase	ingles	2	False	False	Assinale a opção CORRETA. | ALT A:A reportagem da página 41 descreve a insatisfação de religiosos diante da utilização do twitte
ITA-MC-2010-SP-ING-Q003	2010	single_phase	ingles	3	False	True	Assinale a opção em que a tradução do termo da coluna II corresponde ao termo da coluna I. I II | ALT A:threaten (página 12) ameaçam || B:giveaway (página 12 ) desperdício || C:provided (página 17) 
ITA-MC-2010-SP-ING-Q004	2010	single_phase	ingles	4	False	False	De acordo com o texto: I. O crescimento do índice de vegetarianos tornou os moradores de Palermo mais saudáveis. II. O modo de vida dos vegetarianos é bem visto [...] s principais restaurantes vegetarianos da Argentina. Está(ão) correta(s) | ALT A:apenas a I. || B:apenas a II. || C:apenas a III. || D:apenas a IV. || E:todas
ITA-MC-2010-SP-ING-Q005	2010	single_phase	ingles	5	False	False	De acordo com o texto: I. Palermo pertence a uma região rica, cercada por fazendas de gado. II. A cidade de Palermo sedia um evento anual de agropecuária no mês de julho. III. Há muitos vegetarianos em Palermo. Está(ão) correta(s) | ALT A:apenas a I. || B:apenas a II. || C:apenas a III. || D:apenas I e II. || E:todas
ITA-MC-2010-SP-ING-Q006	2010	single_phase	ingles	6	False	False	Assinale a opção INCORRETA. | ALT A:O aumento do número de vegetarianos na Argentina coincide com o advento da crise econômica no 
ITA-MC-2010-SP-ING-Q007	2010	single_phase	ingles	7	False	False	Assinale a opção em que o termo da coluna II NÃO pode substituir o termo da coluna I no texto. I II | ALT A:well heeled (parágrafo 1) wealthy || B:sprouted (parágrafo 2) appeared || C:overheads (parágra
ITA-MC-2010-SP-ING-Q008	2010	single_phase	ingles	8	False	True	Leia o seguinte período extraído do texto: Vegetarian restaurants have lower overheads since they don’t need freezers, says Marisa Ledesma, one of the owners of [...]  substituir o termo since sem que o sentido da oração seja comprometido. | ALT A:as || B:thus || C:moreover || D:until || E:although As perguntas de 9 a 13 correspondem ao tex
ITA-MC-2010-SP-ING-Q009	2010	single_phase	ingles	9	False	False	Assinale a opção que preenche corretamente as lacunas I e II, no último parágrafo do texto. I II | ALT A:most best || B:least better || C:more best || D:more better || E:less best
ITA-MC-2010-SP-ING-Q010	2010	single_phase	ingles	10	False	False	Considere a tradução dos seguintes trechos extraídos do texto: I. ...though Mr Fujii got 15 years. (parágrafo 1) ...embora Mr Fujii tenha recebido (uma pena de) [...] fo 4) Com o Japão prestes a realizar uma eleição ... Está(ão) correta(s) | ALT A:apenas a I. || B:apenas a II. || C:apenas a III. || D:apenas I e III. || E:todas
ITA-MC-2010-SP-ING-Q011	2010	single_phase	ingles	11	False	False	Considere as seguintes afirmações: I. O texto apresenta o caso ocorrido com um cidadão japonês acusado de atacar seu vizinho. II. De acordo com as regras vigent [...] sistema penal no Japão e em outros países asiáticos. Está(ão) correta(s) | ALT A:apenas a I. || B:apenas a II. || C:apenas a III. || D:apenas I e II. || E:todas
ITA-MC-2010-SP-ING-Q012	2010	single_phase	ingles	12	False	False	De acordo com o texto: I. Países como a Coréia do Sul e Taiwan têm os mesmos índices de criminalidade que o Japão. II. É crescente o número de japoneses interes [...] mentos como jurados podem sentenciar a pena capital. Está(ão) correta(s) | ALT A:apenas a I. || B:apenas a II. || C:apenas a III. || D:apenas I e III. || E:todas
ITA-MC-2010-SP-ING-Q013	2010	single_phase	ingles	13	False	True	Com relação ao caso de Katsuyoshi Fujii, pode-se afirmar que I. o júri condenou-o a 15 anos de prisão. II. houve acareação entre o acusado, Sr. Fujii, e o filho [...] as se candidataram a participar do corpo de jurados. Está(ão) correta(s) | ALT A:apenas a I. || B:apenas a II. || C:apenas a III. || D:apenas I e II. || E:todas. As questões d
ITA-MC-2010-SP-ING-Q014	2010	single_phase	ingles	14	False	False	Assinale a opção CORRETA. | ALT A:Slime molds são intelectualmente superiores às tartarugas estudadas por Darwin. || B:O estudo 
ITA-MC-2010-SP-ING-Q015	2010	single_phase	ingles	15	False	False	Em sua pesquisa, Toshiyuki Nakagaki I. colocou um slime mold num labirinto com quatro saídas. II. treinou um slime mold a sair de um labirinto pelo caminho mais [...] das as saídas do labirinto para atrair o slime mold. Está(ão) correta(s) | ALT A:apenas a I. || B:apenas a II. || C:apenas a III. || D:apenas I e II. || E:todas
ITA-MC-2010-SP-ING-Q016	2010	single_phase	ingles	16	False	False	De acordo com o texto, Evelyn Fox Keller I. tornou-se PhD em Física pela Universidade de Harvard e foi a pioneira nos estudos sobre teoria de sistemas complexos [...]  a se interessar pelo comportamento dos slime molds. Está(ão) correta(s) | ALT A:apenas a I. || B:apenas a II. || C:apenas a III. || D:apenas I e II. || E:todas
ITA-MC-2010-SP-ING-Q017	2010	single_phase	ingles	17	False	False	Assinale a opção que, de acordo com o texto, contempla somente as áreas para as quais as pesquisas de Keller e Segel contribuíram. | ALT A:Biologia do desenvolvimento e termodinâmica. || B:Desenho de software e teoria de sistemas com
ITA-MC-2010-SP-ING-Q018	2010	single_phase	ingles	18	False	True	Indique a opção em que a reescrita do trecho “Despite its being an incredibly primitive organism (a close relative of ordinary fungi) with no centralized brain  [...] od, …” (parágrafo 1) está correta e mantém o mesmo significado do texto. | ALT A:Due to the fact that the slime mold is an incredibly primitive organism (...) with no centrali
ITA-MC-2010-SP-ING-Q019	2010	single_phase	ingles	19	False	False	Assinale a opção que NÃO descreve benefícios apontados na figura. | ALT A:Sapatos com velcro e fáceis de fechar. || B:Calça comprida com elástico na cintura. || C:Bolso
ITA-MC-2010-SP-ING-Q020	2010	single_phase	ingles	20	False	False	Considere as seguintes afirmações: I. As listas verticais indicadas afinam a silhueta. II. A figura mostra sapatos que não se desgastam com o tempo. III. Inacti [...]  apropriada para praticantes de exercícios físicos. Está(ão) correta(s): | ALT A:apenas a I. || B:apenas a II. || C:apenas a III. || D:apenas a I e II. || E:todas
ITA-MC-2010-SP-MAT-Q001	2010	single_phase	matematica	1	True	True	Considere as afirmações abaixo relativas a conjuntos A, Be CO quaisquer: B. I Anegaçãode rE ANB é: tc€AourcE€ Il. AN(BUC)=(ANB)U(ANC). HI. (A\B)U(B\A) = (AU B)\(AN B). Destas, é (são) falsa(s) | ALT A:apenas I. || B:apenas IL. || C:(_) apenas HI. || D:apenas Ie III. || E:nenhuma
ITA-MC-2010-SP-MAT-Q002	2010	single_phase	matematica	2	True	True	Considere conjuntos A,B C ReC Cc (AUB). Se AUB, ANC e BNC são os domínios das funções reais definidas por In(x— 7), V-x2 +62 —8 e — respectivamente, pode-se V5- [...]  C=lvF, 5 B( )C=[2, ql. C() C=, 5, D( )C=Ir, 4]. E (_) C não é intervalo | ALT A: || B: || C: || D: || E:
ITA-MC-2010-SP-MAT-Q003	2010	single_phase	matematica	3	True	True	Se z é uma solução da equação em C, z-z+|z? =— (va) (ee8) 12 , 2-1 2+1 3 3 pode-se afirmar que 1 | ALT A: || B: || C: || D: || E:
ITA-MC-2010-SP-MAT-Q004	2010	single_phase	matematica	4	True	True	"Os argumentos principais das soluções da equação em z, iz +824 (z+2)-i=0, pertencem a 055] |=.) [2] A Tm 30 om OT om 37 —,—|]|. B —,— |. C —,—|. JESu [Ef BO JoZ[0 ] 2m. (a9 | 2º 4 | (0107 47°"" DO Tm on TT T TT 10 | ALT A: || B: || C: || D: || E:"
ITA-MC-2010-SP-MAT-Q005	2010	single_phase	matematica	5	True	True	Considere a progressão aritmética (ay, dg, ..., 59) de razão d. Se 5» a, = 10+ 25d e n=1 50 >; an = 4550, então d — a, é igual a n=1 | ALT A: || B: || C: || D: || E:
ITA-MC-2010-SP-MAT-Q006	2010	single_phase	matematica	6	True	True	Sejam f,g:R > Rtais que f é par e g é ímpar. Das seguintes afirmações: I. f-gé ímpar, Il. fogé par, HI. gofé ímpar, é (são) verdadeira(s) | ALT A:apenas I. || B:apenas IL. || C:apenas HI. || D:(_) apenas Te II. || E:todas
ITA-MC-2010-SP-MAT-Q007	2010	single_phase	matematica	7	True	True	"A equação em «x, retg (e* +2) —arecotg (> )="", re R\{0} arctg (e arccotg |7) = a , | ALT A:(_) admite infinitas soluções, todas positivas. || B:admite uma única solução, e esta é positi"
ITA-MC-2010-SP-MAT-Q008	2010	single_phase	matematica	8	False	False	Sabe-se que o polinômio p(x) = 7º — ax? +axz?—1, a ER, admite a raiz —i. Considere as seguintes afirmações sobre as raízes de p: I. Quatro das raízes são imagin [...] . HI. Apenas uma das raízes é real. Destas, é (são) verdadeira(s) apenas | ALT A:L || B:IL || C:UL. || D:Ie Ul. || E:Ue Ul. 5
ITA-MC-2010-SP-MAT-Q009	2010	single_phase	matematica	9	True	True	Um polinômio real p(x) = >> a, x”, com as = 4, tem três raízes reais distintas, a, b n=0 e c, que satisfazem o sistema a + 2b + 5¢ = 0 a+ 4 + 2c = 6. 2a + 2b +  [...] as demais têm multiplicidade dois, pode-se afirmar que p(1) é igual a 15 | ALT A: || B: || C: || D: || E:
ITA-MC-2010-SP-MAT-Q010	2010	single_phase	matematica	10	False	False	Considere o polinômio p(x) = >; an x” com coeficientes a = —-lean=1+Hiana, n=0 n = 1,2,...,15. Das afirmações: Lo p(-l€R, IL. pol<4(3+v2+V5) Vere), HI. ag = a4, é (sao) verdadeira(s) apenas | ALT A:L || B:IL || C:Ul. || D:TelIl. || E:Ue Il
ITA-MC-2010-SP-MAT-Q011	2010	single_phase	matematica	11	True	True	A expressão (23 + V5)” — (23 — V5)” é igual a A ( ) 2630/5. B (_ ) 2690/5. C( ) 2712/5. D () 1584/15. E () 1604/15 | ALT A: || B: || C: || D: || E:
ITA-MC-2010-SP-MAT-Q012	2010	single_phase	matematica	12	True	True	Um palco possui 6 refletores de iluminação. Num certo instante de um espetáculo moderno os refletores são acionados aleatoriamente de modo que, para cada um dos [...] te instante, 4 ou 5 refletores 2 sejam acesos simultaneamente, é igual a | ALT A:16 49 151 479 22º 95 () 37 Og (53 (9 39 (gta —. || B:—. || C:—. || D:—. || E:— +=
ITA-MC-2010-SP-MAT-Q013	2010	single_phase	matematica	13	False	False	Considere a matriz a, ag Ag A= O a as E M3x3(R), 0 0 a6 em que aq = 10, detA= —1000 e ay, ao, a3, a4, as e ag formam, nesta ordem, uma progressão aritmética de razao d > 0. Pode-se afirmar que + é igual a | ALT A:4. || B:-3. || C:-2. || D:-1. || E:1
ITA-MC-2010-SP-MAT-Q014	2010	single_phase	matematica	14	True	True	Sobre os elementos da matriz U1 Xo Xg X4 _ | ¥ Y YU Ya A=1o 00 1 [E Maxal®) 1 0 0 0 sabe-se que (x1, 12, 73, 14) e (y1, Y2, Y3, Ys) SAO duas progressões geométr [...] Jae (Jae ()~ae Una ERA — e 12. B —— e-12. OC —— e l2. D —— e —. E — € —, | ALT A: || B: || C: || D: || E:
ITA-MC-2010-SP-MAT-Q015	2010	single_phase	matematica	15	True	True	O valor da soma 5” sen an 6 2a a . sen (=) , para todo a E R, é igual a - n=1 A(O) 5 [eos (755) — cosa 1 1 BC) 3 [en (si5) sen (ao). C( a a 1 a a (cos ) cos(535 [...] 33) — 008 [759 (9 5 [e0s 729) — 08 [573 E ( ) cos (=) — cosa. - , , An o | ALT A: || B: || C: || D: || E:
ITA-MC-2010-SP-MAT-Q016	2010	single_phase	matematica	16	True	True	Se os números reais a e 5, com a + 5 = 3° 0 <a < £, maximizam a soma sena + sen 5, então a é igual a | ALT A:tv'3 27 37 5a Tx () —. || B:—. || C:—. || D:—. || E:—. OS DE: OS OS
ITA-MC-2010-SP-MAT-Q017	2010	single_phase	matematica	17	False	False	Considere as circunferências Cj : (x—4)?+(y—3)? = 4e Cy : (x—10)?+(y—11)? = 9. Seja r uma reta tangente interna a Cy e C4, isto é, r tangencia C; e Cy e interce [...]  e O» de Cy. Os pontos de tangência definem um segmento sobre r que mede | ALT A:5v3. 25 || B:4v5. || C:3v6. || D:>- || E:9. - o V6 oe
ITA-MC-2010-SP-MAT-Q018	2010	single_phase	matematica	18	True	True	Um cilindro reto de altura 3 cm está inscrito num tetraedro regular e tem sua base em uma das faces do tetraedro. Se as arestas do tetraedro medem 3 cm, o volume do cilindro, em cm, é igual a 1v3 nrV/3 nv'6 nv6 T | ALT A: || B: || C: || D: || E:
ITA-MC-2010-SP-MAT-Q019	2010	single_phase	matematica	19	False	False	Um triângulo equilátero tem os vértices nos pontos A, Be € do plano rOy, sendo B= (2,1) eC = (5,5). Das seguintes afirmações: I. 3 11 Ase encontra sobre a reta  [...] (x — 5)* + (y—5)? = 25 e [x — 5 +(y-3) = 4º é (são) verdadeira(s) apenas | ALT A:L || B:IL || C:UL || D:Iell. || E:HellI
ITA-MC-2010-SP-MAT-Q020	2010	single_phase	matematica	20	True	True	Sejam 4, B, Ce D osvértices de um tetraedro regular cujas arestas medem 1 cm. Se M é o ponto médio do segmento AB e N é o ponto médio do segmento CD, então a área do triângulo MND, em cm?, é igual a | ALT A:V2 V2 V3 V3 V3 OS or OS OF OS —. || B:—. || C:—. || D:—. || E:—. AS QUESTÕES DISSERTATIVAS, NU
ITA-MC-2010-SP-POR-Q021	2010	single_phase	portugues	21	False	False	A ideia central do texto é | ALT A:mostrar que a família careta, orientadora e observadora, é a família ideal. || B:estabelecer c
ITA-MC-2010-SP-POR-Q022	2010	single_phase	portugues	22	False	False	Pode-se perceber conotação pejorativa em | ALT A:Houve quem dissesse que minha posição naquele artigo é politicamente conservadora demais. (lin
ITA-MC-2010-SP-POR-Q023	2010	single_phase	portugues	23	False	False	Leia as afirmações a seguir: I. A autora desenvolve uma crítica negativa sobre política partidária que inclui conceitos, como “a esquerda é inteligente e boa, a [...] amente, mas também emocional e psiquicamente. Está(ão) correta(s) apenas | ALT A:a I. || B:a II. || C:a III. || D:as II e III. || E:as III e IV
ITA-MC-2010-SP-POR-Q024	2010	single_phase	portugues	24	False	False	Em “Mães que se orgulham de vestir a roupeta da filha adolescente, de freqüentar os mesmos lugares e até de conquistar os colegas delas são patéticas. Pais que  [...] s porque bancam os garotões, idem.” (linhas 40 a 42), a autora refere-se | ALT A:à falta de atitudes autoritárias dos pais atuais. || B:à necessidade de acompanhar os filhos n
ITA-MC-2010-SP-POR-Q025	2010	single_phase	portugues	25	False	False	Indique a opção em que o MAS tem função aditiva. | ALT A:Atenção: na minha coluna não usei “careta” como quadrado, estreito, alienado, fiscalizador e m
ITA-MC-2010-SP-POR-Q026	2010	single_phase	portugues	26	False	False	O último parágrafo do texto transmite a(s) seguinte(s) ideia(s): I. A vida atual é focada em praticidades, dentre elas o uso de manuais e livros de receitas par [...] hor maneira de formar adultos autoconfiantes. Está(ão) correta(s) apenas | ALT A:a I. || B:a II. || C:a III. || D:as I e II. || E:as II e III
ITA-MC-2010-SP-POR-Q027	2010	single_phase	portugues	27	False	False	As opções abaixo mostram a tentativa da autora em direcionar o sentido do que escreve, EXCETO em: | ALT A:Atenção: na minha coluna não usei “careta” como quadrado, estreito, alienado, fiscalizador e m
ITA-MC-2010-SP-POR-Q028	2010	single_phase	portugues	28	False	True	Considere o trecho: Repito: pais que não sabem onde estão seus filhos de 12 ou 14 anos, que nunca se interessaram pelo que acontece nas festinhas (mesmo infanti [...] rresponsáveis. (linhas 30 a 34) A palavra “repito”, no início do trecho, | ALT A:pode ser substituída pela expressão “Resumindo,”. || B:exemplifica, reforçando, parte do que f
ITA-MC-2010-SP-POR-Q029	2010	single_phase	portugues	29	False	False	A razão antiga dos conservadores fundamenta-se no(s) seguinte(s) argumento(s): I. No Brasil, não há professores qualificados para ensinar bem as disciplinas obr [...]  deve ser tarefa para alunos do Ensino Médio. Está(ão) correta(s) apenas | ALT A:a I. || B:a II. || C:a III. || D:as I e II. || E:as I e III
ITA-MC-2010-SP-POR-Q030	2010	single_phase	portugues	30	False	False	NÃO faz parte da argumentação do texto a autora | ALT A:reportar-se à sua experiência pessoal. || B:valer-se de perguntas retóricas para a progressão 
ITA-MC-2010-SP-POR-Q031	2010	single_phase	portugues	31	False	True	Leia os trechos a seguir. I. Alguma onda conservadora, sempre tão pronta na imprensa e nas academias de ginástica, move-se contra a obrigatoriedade dos cursos d [...] portantes do país, tão logo isto seja possível. Há depreciação apenas em | ALT A:I. || B:II. || C:III. || D:I e II. || E:II e III. O texto abaixo refere-se às questões 32 e 33
ITA-MC-2010-SP-POR-Q032	2010	single_phase	portugues	32	False	False	O tema do texto é | ALT A:As atitudes de pais em relação ao transporte escolar dos filhos. || B:A preocupação dos pais e
ITA-MC-2010-SP-POR-Q033	2010	single_phase	portugues	33	False	False	A palavra “isso”, na última linha do texto, retoma o fato de | ALT A:as crianças americanas hoje não irem sozinhas à escola. || B:pais americanos tratarem seus fil
ITA-MC-2010-SP-POR-Q034	2010	single_phase	portugues	34	False	True	Qual o dito popular que se aplica à situação mostrada na tira abaixo? | ALT A:Quem ao moinho vai, enfarinhado sai. || B:Não se faz omelete sem quebrar os ovos. || C:Ri-se o
ITA-MC-2010-SP-POR-Q035	2010	single_phase	portugues	35	False	False	Acerca do livro Quincas Borba (1891), de Machado de Assis, é INCORRETO dizer que: | ALT A:não se trata de um romance realista, pois inexiste adultério feminino (Sofia não chega a trair
ITA-MC-2010-SP-POR-Q036	2010	single_phase	portugues	36	False	True	Na obra Quaderna (1960), João Cabral de Melo Neto incluiu um conjunto de Um núcleo de cabra é visível textos, intitulado “Poemas da cabra”, cujo tema é o papel  [...] ode afirmar que: Um núcleo de cabra é visível em certos atributos roucos | ALT A:o poeta vê a cabra como um animal forte e que influencia outros seres que vivem em que têm as 
ITA-MC-2010-SP-POR-Q037	2010	single_phase	portugues	37	False	False	No romance A hora da estrela (1977), de Clarice Lispector, o narrador faz muitas observações acerca de Macabéa, tais como: I. Há os que têm. E há os que não têm [...]  na vida? Tais frases nos permitem dizer que Macabéa provoca no narrador | ALT A:um forte sentimento de piedade, provocado pela condição miserável em que ela vive. || B:um des
ITA-MC-2010-SP-POR-Q038	2010	single_phase	portugues	38	False	True	O poema ao lado faz parte da obra Livro sobre nada A ciência pode classificar e nomear os órgãos de um (1996), de Manoel de Barros: sabiá mas não pode medir seu [...] de um poema A ciência não pode calcular quantos cavalos de força existem | ALT A:que mostra que o estudo dos sabiás tem mais a ver com nos encantos de um sabiá. adivinhação do
ITA-MC-2010-SP-POR-Q039	2010	single_phase	portugues	39	False	False	Acerca de Paulo Honório, narrador protagonista do romance São Bernardo (1934), de Graciliano Ramos, é INCORRETO dizer que: | ALT A:sua única felicidade autêntica era ver no filho o herdeiro da fazenda. || B:nasceu muito pobre
ITA-MC-2010-SP-POR-Q040	2010	single_phase	portugues	40	False	True	No último livro que publicou em vida, Teia (1996), João III a escritora Orides Fontela escreveu o poema ao lado. I O pássaro faz o seu Podemos afirmar que: De b [...] ro Estão corretas apenas as afirmações: casa construir a casa é anterior | ALT A:I e III. o canto ao barro || B:I e IV. || C:II e III. ganhar – construir – O nome é anterior |
