question_id	topic	subtopic	concepts	skills	classification_confidence	needs_topic_review	taxonomy_version
ITA-MC-2020-P1-MAT-Q055	probabilidade	probabilidade_discreta	matrizes_binarias; matriz_nilpotente; probabilidade	modelagem_matematica; calculo_numerico	0.95	false	1.0
ITA-MC-2020-P1-POR-Q016	literatura	autores_e_obras	o_alienista; ironia; machado_de_assis	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q017	literatura	autores_e_obras	o_alienista; simao_bacamarte; bem_e_mal	interpretacao_de_texto; argumentacao_logica	0.95	false	1.0
ITA-MC-2020-P1-POR-Q018	literatura	autores_e_obras	sao_bernardo; paulo_honorio; escola	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q019	literatura	analise_literaria	sao_bernardo; sagarana; personagens_femininas	interpretacao_de_texto; argumentacao_logica	0.90	false	1.0
ITA-MC-2020-P1-POR-Q020	literatura	autores_e_obras	augusto_matraga; regeneracao; sagarana	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q021	semantica	significacao	bizarria; vocabulario_em_contexto; sentido_lexical	analise_linguistica; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2020-P1-POR-Q022	literatura	autores_e_obras	o_alienista; razao_e_loucura; simao_bacamarte	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q023	literatura	analise_literaria	o_alienista; sentido_da_narrativa; ironia	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q024	generos_textuais	tipologia_textual	discurso_indireto_livre; narrador; focalizacao	analise_linguistica; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2020-P1-POR-Q025	literatura	autores_e_obras	sao_bernardo; seu_ribeiro; narracao	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q026	literatura	autores_e_obras	augusto_matraga; protagonista; religiosidade	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q027	gramatica	sintaxe	que; causa; subordinacao	analise_linguistica; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q028	semantica	relacoes_semanticas	desinteligencia; sinonimia; vocabulario	analise_linguistica; interpretacao_de_texto	0.99	false	1.0
ITA-MC-2020-P1-POR-Q029	literatura	autores_e_obras	a_hora_e_vez_de_augusto_matraga; titulo; protagonista	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q030	literatura	analise_literaria	protagonistas; comparacao_de_obras; caracterizacao	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q031	interpretacao_textual	compreensao	redes_neurais; inteligencia_artificial; informacoes_textuais	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q032	semantica	relacoes_semanticas	sinonimia_em_ingles; contexto; vocabulario	analise_linguistica; interpretacao_de_texto	0.90	false	1.0
ITA-MC-2020-P1-POR-Q033	interpretacao_textual	compreensao	1984; newspeak; apendice	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q034	semantica	significacao	rather; substituicao_lexical; sentido_contextual	analise_linguistica; interpretacao_de_texto	0.95	false	1.0
ITA-MC-2020-P1-POR-Q035	interpretacao_textual	compreensao	1984; distopia; linguagem	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q036	interpretacao_textual	compreensao	deepfake; efeitos_cognitivos; informacao	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q037	gramatica	sintaxe	not_just_but_also; adicao; conjuncao	analise_linguistica; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q038	interpretacao_textual	compreensao	deepfake; riscos; regulacao	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q039	interpretacao_textual	compreensao	reconhecimento_facial; precisao; sistema_de_ia	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-POR-Q040	interpretacao_textual	compreensao	privacidade; coleta_de_dados; inteligencia_artificial	interpretacao_de_texto; argumentacao_logica	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q056	quimica_organica	geral	acidez_organica; efeito_indutivo; reatividade	argumentacao_logica; resolucao_de_problemas	0.90	false	1.0
ITA-MC-2020-P1-QUI-Q057	eletroquimica	pilhas	bateria_de_fluxo; hidrogenio_bromo; especies_polibrometo	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q058	equilibrio_quimico	principio_de_le_chatelier	haber_bosch; amonia; equilibrio	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q059	cinetica_quimica	geral	chama_difusiva; combustao; difusao	argumentacao_logica; resolucao_de_problemas	0.90	false	1.0
ITA-MC-2020-P1-QUI-Q060	estequiometria	balanceamento	redox; tiocianato_de_cobre; iodato	resolucao_de_problemas; raciocinio_algebrico	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q061	acidos_e_bases	ph_e_poh	neutralizacao; hcl; base_forte; h3o	modelagem_matematica; calculo_numerico	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q062	gases	misturas_gasosas	pressao_parcial; no2_co; massa_de_gases	modelagem_matematica; calculo_numerico	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q063	quimica_organica	polimeros	polimeros_naturais_e_sinteticos; classificacao; macromoleculas	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q064	acidos_e_bases	hidrolise	sais; hidrolise; ph_da_solucao	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q065	estequiometria	balanceamento	combustao; metano; etanol; querosene	modelagem_matematica; calculo_numerico	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q066	ligacoes_e_estrutura_molecular	ligacoes_quimicas	liquidos_ionicos; sais_fundidos; interacoes_ionicas	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q067	quimica_organica	reacoes_organicas	oxidacao_reducao_organica; transformacoes_funcionais	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q068	estequiometria	balanceamento	combustao_com_ar; razao_ar_combustivel; coeficientes	modelagem_matematica; calculo_numerico	0.99	false	1.0
ITA-MC-2020-P1-QUI-Q069	solucoes	solubilidade	lei_de_henry; co2_atmosferico; ph	modelagem_matematica; calculo_numerico	0.95	false	1.0
ITA-MC-2020-P1-QUI-Q070	quimica_inorganica	reacoes_inorganicas	precipitacao; prata; produtos_solidos	argumentacao_logica; resolucao_de_problemas	0.99	false	1.0
