question_id	year	exam_phase	subject	question_number	question_text	alternatives
ITA-MC-2008-SP-ING-Q011	2008	single_phase	ingles	11	Assinale a opção que melhor expressaria a fala da Mônica no 2º balão. www.monica.com.br/ingles/comics/tirinhas/tira 18.htm Data da visita ao site: 20/09/2007	A: Actions speak louder than words… || B: Silence implies consent… || C: Better late than never… || D: He who laughs last, laughs best… || E: Appearances are deceptive… As questões de 12 a 16 correspondem ao seguinte texto: The hold-up 1 The gunman, is useless. I know it. He knows it. The whole bank knows it. 5 Even my best mate Marvin knows it and he’s more useless than the gunman. The worst part about the whole thing is that Marv’s car is standing outside in a fifteen-minute parking zone. We’re all face-down on the floor and the car’s only got a few minutes left on it. ‘I wish this bloke’d hurry up,’ I mention. ‘I know,’ Marv whispers back. ‘This is outrageous.’ His voice rises from the depths of the floor. ‘I’ll be getting a fine because of 10 this useless bastard. I can’t afford another fine, Ed.’ ‘The car’s not even worth it.’ ‘What?’ Marv looks over at me now. I can sense he’s getting uptight. Offended. If there’s one thing Marv doesn’t tolerate, it’s someone putting shit on his car. He repeats the question. 15 ‘What did you say, Ed?’ ‘I said,’ I whisper, ‘it isn’t even worth the fine, Marv.’ ‘Look,’ he says, ‘I’ll take a lot of things, Ed, but…’ I tune out of what he’s saying, because quite frankly, once Marv gets going about his car, it’s downright pain in the arse material. He goes on and on, like a kid, and he’s just turned twenty, for Jesus sake. 20 He goes on for another minute or so, until I have to cut him off. ‘Marv,’ I point out, ‘the car’s an embarrassment, okay? It doesn’t even have a handbrake – it’s sitting out there with two bricks behind the back wheels.’ I’m trying to keep my voice as quiet as possible. ‘Half the time you don’t even bother locking it. You’re probably hoping someone’ll flog it so you can collect the insurance.’ ‘It isn’t insured.’ (…) That’s when the gunman turns around and shouts, ‘Who’s talkin’ back there?!’ 25 Marv doesn’t care. He’s worked up about the car. (…) Zusak, M. The Messenger, Austrália: Ed. Picador, 2002 p. 3-4
ITA-MC-2008-SP-ING-Q012	2008	single_phase	ingles	12	A partir da leitura do texto, é possível depreender que I. o diálogo no texto se passa entre reféns de um assalto a banco. II. Marvin está mais preocupado com uma possível multa por estacionamento irregular do que com o atirador. III. Marvin adora conversar sobre o seu carro. Está(ão) correta(s)	A: apenas a I. || B: apenas I e II. || C: apenas I e III. || D: apenas II e III. || E: todas
ITA-MC-2008-SP-ING-Q013	2008	single_phase	ingles	13	Entende-se, pela leitura do texto, que o carro de Marvin I. está estacionado próximo ao banco. II. apresenta problema no freio. III. possui seguro. Está(ão) correta(s)	A: apenas a I. || B: apenas a II. || C: apenas a III. || D: apenas I e II. || E: apenas II e III
ITA-MC-2008-SP-ING-Q014	2008	single_phase	ingles	14	Da leitura do texto, é possível inferir que Marvin e Ed	A: são amigos. || B: são pai e filho. || C: têm relação de parentesco, mas não são íntimos. || D: acabaram de se conhecer. || E: não se toleram
ITA-MC-2008-SP-ING-Q015	2008	single_phase	ingles	15	Assinale a opção em que a contração dos verbos (’s) ou (’d) está representada corretamente.	A: … he’s more useless than the gunman. (linha 5) ……….. has || B: … the car’s only got a few minutes left on it. (linha 7)….. is || C: ‘I wish this bloke’d hurry up,’… (linha 8) ………………. had || D: ‘The car’s not even worth it.’ (linha 11) ………………… has || E: ... and he’s just turned twenty,… (linha 19) ……………... has
ITA-MC-2008-SP-ING-Q016	2008	single_phase	ingles	16	Dadas as asserções: I. O termo bloke (linha 8) refere-se a gunman. II. A expressão tune out (linha 18) pode ser substituída por pay attention. III. A expressão cut off, em cut him off (linha 20), pode ser substituída por interrupt. Está(ão) correta(s)	A: apenas a I. || B: apenas a II. || C: apenas a III. || D: apenas I e II. || E: apenas I e III. As questões de 17 a 20 referem-se ao seguinte texto: Ethical abuses in the authorship of scientific papers Problems regarding the order of authorship of scientific papers have become more frequent and more abusive. These problems may have heightened due to the ever increasing pressure to “publish or perish” in the academic world, given that the publication of scientific articles has become the benchmark of success in a field with few job opportunities. This article reviews the abuses in the authorship of scientific papers. Different examples are given of the most common problems and recommendations are provided for authors and journal editors. Rev. Bras. Entomol. Vol. 51 no. 1 São Paulo, Jan./Mar. 2007
ITA-MC-2008-SP-ING-Q017	2008	single_phase	ingles	17	O objetivo do artigo ao qual se refere o texto é	A: divulgar as dificuldades no mercado de trabalho acadêmico. || B: publicar diferentes textos científicos. || C: estimular a publicação de artigos científicos. || D: divulgar as recomendações de editores para a elaboração de artigos científicos. || E: analisar abusos relacionados à autoria de artigos científicos
ITA-MC-2008-SP-ING-Q018	2008	single_phase	ingles	18	Considere as seguintes afirmações: I. O artigo ao qual o texto se refere divulga uma lista de publicações científicas com problemas relacionados ao plágio. II. As oportunidades de trabalho no mundo acadêmico são mais restritas para os pesquisadores que não publicam artigos científicos. III. Para que o pesquisador seja reconhecido diante da comunidade acadêmica, a publicação de artigos científicos é importante. Está(ão) correta(s)	A: apenas a I. || B: apenas II e III. || C: apenas I e II. || D: apenas I e III. || E: todas
ITA-MC-2008-SP-ING-Q019	2008	single_phase	ingles	19	Os termos heightened (linha 2), benchmark (linha 4) e are provided (linha 6) podem ser traduzidos, respectivamente, como:	A: complicado, símbolo, sugerem || B: aumentado, problema, são sugeridas || C: solucionado, determinante, têm mostrado || D: crescido, referência, são fornecidas || E: diminuído, causa, mostram
ITA-MC-2008-SP-ING-Q020	2008	single_phase	ingles	20	A expressão given that (linha 3) pode ser substituída por	A: where || B: when || C: which || D: whose || E: whether
ITA-MC-2008-SP-MAT-Q001	2008	single_phase	matematica	1	Considere uma população de igual número de homens e mulheres, em que sejam daltônicos 5% dos homens e 0, 25% das mulheres. Indique a probabilidade de que seja mulher uma pessoa daltônica selecionada ao acaso nessa população.	A: 1 1 3 5 1 O 5 — || B: Og = || C: 5 — || D: = — || E: 05 —
ITA-MC-2008-SP-MAT-Q002	2008	single_phase	matematica	2	Sejam a, € C tais que |a| = || = 1 e ja — 8| = V2. Então a? + 8º é igual a	A:  || B:  || C:  || D:  || E: 
ITA-MC-2008-SP-MAT-Q003	2008	single_phase	matematica	3	Considere o sistema Ax = b, em que 1 —2 3 1 A= 2 k 6 , b= | 6 e KkeR. -1 3 k-3 0 Sendo T a soma de todos os valores de k que tornam o sistema impossível e sendo S a soma de todos os valores de k que tornam o sistema possível e indeterminado, então o valor de T’— S é	A: -4 || B: -3 || C: 0 || D: 1 || E: 4
ITA-MC-2008-SP-MAT-Q004	2008	single_phase	matematica	4	Sejam 4 e C matrizes n x n inversíveis tais que det(T + CIA) = 1/3 e det A = 5. Sabendo-se que B = 3 (A! + Cy , então o determinante de B é igual a AOS BOIS O cOLo DO o esa 52 5 5	A:  || B:  || C:  || D:  || E: 
ITA-MC-2008-SP-MAT-Q005	2008	single_phase	matematica	5	Um polinômio P é dado pelo produto de 5 polinômios cujos graus formam uma progressão geométrica. Se o polinômio de menor grau tem grau igual a 2 e o grau de P é 62, então o de maior grau tem grau igual a	A: 30 || B: 32 || C: 34 || D: 36 || E: 38
ITA-MC-2008-SP-MAT-Q006	2008	single_phase	matematica	6	Um diedro mede 120°. A distância da aresta do diedro ao centro de uma esfera de volume 4/3 7 cm? que tangencia as faces do diedro é, em cm, igual a A()3V3 B()3D CND DN E()?	A:  || B:  || C:  || D:  || E: 
